2024-01-01,45,14,56,0,0,52,37
2024-01-02,45,13,46,0,0,66,53
2024-01-03,44,13,44,0,0,72,59
2024-01-04,44,14,43,0,0,89,84
2024-01-05,43,50,36,0,0,194,105
2024-01-06,43,19,33,0,0,98,92
2024-01-07,42,14,30,0,0,114,89
2024-01-08,41,13,29,0,0,242,101
2024-01-09,42,13,28,0,0,146,107
2024-01-10,43,12,30,0,0,129,101
2024-01-11,44,18,30,0,0,98,82
2024-01-12,40,13,31,0,0,105,76
2024-01-13,41,13,29,0,0,74,65
2024-01-14,38,13,26,0,0,79,71
2024-01-15,38,15,24,0,0,89,76
2024-01-16,39,28,20,0,0,139,136
2024-01-17,38,17,19,0,0,97,80
2024-01-18,38,15,18,0,0,91,83
2024-01-19,39,17,18,0,0,86,73
2024-01-20,39,14,16,0,0,76,72
2024-01-21,39,13,16,0,0,60,41
2024-01-22,47,13,18,0,0,27,21
2024-01-23,49,12,34,0,0,35,29
2024-01-24,38,12,24,0,0,46,36
2024-01-25,40,25,17,0,0,91,58
2024-01-26,40,11,15,0,0,55,47
2024-01-27,46,12,22,0,0,22,13
2024-01-28,79,12,25,0,0,29,20
2024-01-29,75,11,34,0,0,57,36
2024-01-30,65,11,28,0,0,70,63
2024-01-31,61,12,27,0,0,36,18
2024-02-01,127,11,73,0,0,29,7
2024-02-02,95,11,82,0,0,24,22
2024-02-03,153,10,160,0,0,2,-1
2024-02-04,98,10,248,0,0,14,-1
2024-02-05,54,11,56,0,0,47,39
2024-02-06,54,20,35,0,0,61,54
2024-02-07,56,49,29,0,0,86,79
2024-02-08,46,35,24,0,0,99,82
2024-02-09,44,30,21,0,0,74,66
2024-02-10,34,23,18,0,0,76,64
2024-02-11,32,15,23,0,0,68,56
2024-02-12,26,27,16,0,0,102,73
2024-02-13,27,27,15,0,0,77,64
2024-02-14,26,27,14,0,0,71,66
2024-02-15,27,75,13,0,0,70,63
2024-02-16,26,17,13,0,0,50,37
2024-02-17,30,13,30,0,0,43,26
2024-02-18,27,13,14,0,0,46,34
2024-02-19,30,14,12,0,0,71,59
2024-02-20,28,13,17,0,0,62,52
2024-02-21,35,15,13,0,0,50,44
2024-02-22,37,13,21,0,0,50,40
2024-02-23,67,12,76,0,0,31,3
2024-02-24,61,12,66,0,0,31,5
2024-02-25,39,10,38,0,0,41,8
2024-02-26,32,10,18,0,0,66,44
2024-02-27,31,10,14,0,0,83,63
2024-02-28,28,9,19,0,0,67,57
2024-02-29,27,9,18,0,0,13,7
2024-03-01,33,9,27,0,0,44,36
2024-03-02,25,9,15,0,0,54,45
2024-03-03,25,10,11,0,0,55,45
2024-03-04,25,9,9,0,0,65,47
2024-03-05,23,9,8,0,0,63,53
2024-03-06,31,16,7,0,0,112,72
2024-03-07,30,25,7,0,0,79,70
2024-03-08,35,23,6,0,0,67,56
2024-03-09,38,14,7,0,0,52,41
2024-03-10,48,10,14,0,0,39,28
2024-03-11,38,10,7,0,0,68,54
2024-03-12,35,17,6,0,0,86,68
2024-03-13,35,9,7,0,0,73,61
2024-03-14,127,9,27,0,0,38,26
2024-03-15,53,9,60,0,0,37,27
2024-03-16,36,11,31,0,0,38,16
2024-03-17,40,10,37,0,0,52,41
2024-03-18,36,13,18,0,0,79,70
2024-03-19,35,12,13,0,0,85,69
2024-03-20,32,11,12,0,0,89,79
2024-03-21,31,11,12,0,0,80,67
2024-03-22,35,10,15,0,0,52,45
2024-03-23,39,10,70,0,0,41,32
2024-03-24,35,12,143,0,0,49,36
2024-03-25,57,15,16,0,0,88,64
2024-03-26,43,13,15,0,0,67,62
2024-03-27,42,10,37,0,0,52,44
2024-03-28,34,10,48,0,0,49,39
2024-03-29,109,9,183,0,0,29,16
2024-03-30,51,9,85,0,0,47,40
2024-03-31,54,12,80,0,0,51,41
2024-04-01,77,9,140,0,0,41,27
2024-04-02,67,9,176,0,0,48,31
2024-04-03,67,15,122,0,0,74,58
2024-04-04,57,15,111,0,0,64,52
2024-04-05,59,14,98,0,0,56,39
2024-04-06,63,20,110,0,0,53,40
2024-04-07,367,12,353,0,0,12,-50
2024-04-08,97,10,122,0,0,61,34
2024-04-09,70,10,84,0,0,52,39
2024-04-10,180,12,332,0,0,1,0
2024-04-11,195,20,231,0,0,14,8
2024-04-12,226,19,137,0,0,29,19
2024-04-13,326,13,306,0,0,19,4
2024-04-14,334,10,281,0,0,0,-11
2024-04-15,223,9,187,0,0,53,29
2024-04-16,113,10,40,0,0,88,39
2024-04-17,80,12,40,0,0,101,55
2024-04-18,77,27,32,0,0,96,59
2024-04-19,66,10,28,0,0,60,52
2024-04-20,70,8,372,0,0,59,55
2024-04-21,78,10,62,0,0,91,54
2024-04-22,85,23,32,0,0,163,91
2024-04-23,76,31,135,0,0,105,84
2024-04-24,93,44,56,0,0,102,77
2024-04-25,86,38,84,0,0,91,79
2024-04-26,85,42,80,0,0,90,73
2024-04-27,78,29,265,0,0,71,60
2024-04-28,80,29,79,0,0,35,15
2024-04-29,73,32,63,0,0,74,28
2024-04-30,76,27,49,0,0,60,33
2024-05-01,84,25,88,0,0,24,17
2024-05-02,76,19,50,0,0,23,15
2024-05-03,65,25,38,0,0,48,36
2024-05-04,61,20,46,0,598,57,28
2024-05-05,64,20,57,0,622,52,16
2024-05-06,64,28,37,0,0,73,58
2024-05-07,62,48,31,0,0,75,62
2024-05-08,61,30,28,0,0,83,77
2024-05-09,65,26,28,0,0,43,18
2024-05-10,133,24,32,0,0,51,45
2024-05-11,71,26,37,0,0,53,32
2024-05-12,76,25,37,0,0,22,7
2024-05-13,65,30,22,0,0,61,24
2024-05-14,63,34,41,0,0,42,16
2024-05-15,138,29,26,0,0,19,14
2024-05-16,81,28,22,0,0,13,5
2024-05-17,80,22,19,0,0,18,3
2024-05-18,105,17,22,0,0,22,13
2024-05-19,110,17,26,0,0,27,23
2024-05-20,93,16,19,0,0,62,51
2024-05-21,87,18,15,0,0,36,28
2024-05-22,72,14,12,0,0,19,4
2024-05-23,73,12,16,0,0,42,22
2024-05-24,65,12,15,0,0,86,66
2024-05-25,51,10,15,0,0,80,52
2024-05-26,54,9,27,0,0,57,9
2024-05-27,51,10,17,0,0,62,27
2024-05-28,47,10,19,0,0,61,28
2024-05-29,44,8,29,0,0,41,19
2024-05-30,46,8,31,0,0,72,36
2024-05-31,42,8,21,0,0,85,81
2024-06-01,43,7,30,0,0,57,38
2024-06-02,55,7,29,0,0,28,17
2024-06-03,54,7,25,0,0,91,13
2024-06-04,54,9,28,0,350,72,36
2024-06-05,79,7,39,0,188,44,1
2024-06-06,45,6,48,0,0,78,49
2024-06-07,44,6,20,0,0,82,31
2024-06-08,52,7,53,0,0,27,16
2024-06-09,68,12,69,0,0,7,-2
2024-06-10,57,7,24,0,0,50,33
2024-06-11,51,9,25,0,0,63,42
2024-06-12,47,9,22,0,0,59,48
2024-06-13,50,8,22,0,0,69,46
2024-06-14,50,9,16,0,0,44,36
2024-06-15,73,7,40,0,0,21,13
2024-06-16,90,7,40,0,0,27,23
2024-06-17,50,8,15,0,0,93,77
2024-06-18,48,8,14,0,0,91,74
2024-06-19,54,8,13,0,0,63,31
2024-06-20,98,6,10,0,0,69,67
2024-06-21,72,7,29,0,0,46,28
2024-06-22,84,7,13,0,0,35,29
2024-06-23,58,9,9,0,0,39,11
2024-06-24,57,6,9,0,0,92,47
2024-06-25,46,6,7,0,0,78,43
2024-06-26,46,11,10,0,0,66,50
2024-06-27,47,12,14,0,0,96,71
2024-06-28,103,10,23,0,0,84,43
2024-06-29,121,35,50,0,0,60,41
2024-06-30,83,16,22,0,0,45,25
2024-07-01,56,11,11,0,0,106,85
2024-07-02,48,10,10,0,0,74,69
2024-07-03,50,8,8,0,0,91,55
2024-07-04,57,8,7,0,0,30,17
2024-07-05,67,6,9,0,0,11,5
2024-07-06,74,6,20,0,0,15,2
2024-07-07,93,6,18,0,0,22,14
2024-07-08,44,5,7,0,0,42,35
2024-07-09,40,11,9,0,0,44,32
2024-07-10,46,7,7,0,0,58,53
2024-07-11,70,6,23,0,0,91,45
2024-07-12,47,5,8,0,0,85,36
2024-07-13,64,6,17,0,0,27,12
2024-07-14,209,7,22,0,0,13,9
2024-07-15,93,6,10,0,0,50,42
2024-07-16,81,6,9,0,0,45,42
2024-07-17,49,5,7,0,0,42,16
2024-07-18,56,5,8,0,0,18,11
2024-07-19,39,5,7,0,0,52,29
2024-07-20,44,6,9,0,0,36,22
2024-07-21,39,6,5,0,0,39,33
2024-07-22,34,4,5,0,0,47,33
2024-07-23,30,5,5,0,0,43,39
2024-07-24,27,5,5,0,0,36,14
2024-07-25,25,6,5,0,0,27,17
2024-07-26,21,5,5,0,0,31,29
2024-07-27,20,4,5,0,0,26,19
2024-07-28,37,6,15,0,0,6,0
2024-07-29,242,5,9,0,0,25,25
2024-07-30,31,6,6,0,0,53,46
2024-07-31,38,4,6,0,0,13,12
2024-08-01,54,4,8,0,0,56,45
2024-08-02,45,4,7,0,0,65,51
2024-08-03,47,3,7,0,0,26,20
2024-08-04,45,3,7,0,0,18,17
2024-08-05,44,3,5,0,0,83,60
2024-08-06,43,4,4,0,0,90,78
2024-08-07,44,5,4,0,0,92,66
2024-08-08,38,5,4,0,0,93,56
2024-08-09,35,5,7,0,0,28,-4
2024-08-10,50,5,14,0,0,-5,-7
2024-08-11,49,4,12,0,0,-4,-7
2024-08-12,35,4,6,0,0,47,17
2024-08-13,25,5,4,0,0,44,39
2024-08-14,24,4,4,0,0,41,36
2024-08-15,25,4,4,0,0,72,31
2024-08-16,26,4,5,0,0,89,17
2024-08-17,21,2,3,0,0,84,21
2024-08-18,20,3,3,0,0,86,49
2024-08-19,21,3,3,0,0,56,38
2024-08-20,17,3,4,0,0,25,14
2024-08-21,18,4,4,0,0,9,-15
2024-08-22,19,4,4,0,0,5,-2
2024-08-23,22,4,4,0,0,3,-1
2024-08-24,109,3,11,0,0,2,-5
2024-08-25,58,4,6,0,0,-3,-5
2024-08-26,72,4,4,0,0,0,-5
2024-08-27,36,4,4,0,0,60,2
2024-08-28,32,4,2,0,0,27,23
2024-08-29,35,3,3,0,0,42,32
2024-08-30,27,3,4,0,0,33,15
2024-08-31,23,4,3,0,0,26,18
2024-09-01,21,3,4,0,0,42,13
2024-09-02,19,4,3,0,0,114,94
2024-09-03,18,5,2,0,0,127,55
2024-09-04,15,5,6,0,0,106,65
2024-09-05,16,4,3,0,0,32,9
2024-09-06,20,3,3,0,0,34,17
2024-09-07,17,6,4,0,0,10,5
2024-09-08,15,3,4,0,0,16,6
2024-09-09,26,6,4,0,0,3,-3
2024-09-10,27,9,4,0,0,4,-1
2024-09-11,16,3,3,0,0,14,10
2024-09-12,17,4,4,0,0,6,1
2024-09-13,18,12,3,0,0,23,20
2024-09-14,15,4,3,0,0,10,4
2024-09-15,15,4,2,0,0,10,8
2024-09-16,17,4,2,0,0,44,37
2024-09-17,17,4,2,0,0,43,33
2024-09-18,17,3,2,0,0,25,20
2024-09-19,15,6,2,0,0,17,13
2024-09-20,17,6,2,0,0,16,8
2024-09-21,27,6,3,0,0,13,9
2024-09-22,19,4,2,0,0,40,27
2024-09-23,21,7,2,0,0,31,18
2024-09-24,20,3,2,0,0,21,16
2024-09-25,20,3,2,0,0,10,5
2024-09-26,22,5,3,0,0,13,11
2024-09-27,19,4,4,0,0,12,6
2024-09-28,21,2,2,0,0,21,3
2024-09-29,22,5,2,0,0,22,0
2024-09-30,21,5,2,0,0,22,12
2024-10-01,22,8,8,0,0,31,27
2024-10-02,23,5,3,0,0,54,42
2024-10-03,22,5,4,0,0,45,41
2024-10-04,20,3,2,0,0,54,50
2024-10-05,19,4,1,0,0,31,27
2024-10-06,19,3,2,0,0,27,24
2024-10-07,20,11,1,0,0,40,38
2024-10-08,19,6,2,0,0,31,24
2024-10-09,22,4,18,0,0,12,8
2024-10-10,21,5,2,0,0,18,14
2024-10-11,31,6,10,0,0,19,4
2024-10-12,26,3,5,0,0,12,3
2024-10-13,22,6,9,0,0,16,10
2024-10-14,20,14,4,0,0,98,51
2024-10-15,21,14,4,0,0,62,47
2024-10-16,20,7,3,0,0,14,7
2024-10-17,20,7,5,0,0,2,2
2024-10-18,20,6,5,0,0,15,10
2024-10-19,18,6,2,0,0,9,5
2024-10-20,20,4,4,0,0,3,1
2024-10-21,22,8,6,0,0,0,-2
2024-10-22,22,6,6,0,684,16,3
2024-10-23,23,5,4,0,514,5,-1
2024-10-24,20,5,4,0,514,36,17
2024-10-25,19,4,2,0,0,22,16
2024-10-26,17,2,2,0,0,49,2
2024-10-27,21,8,6,0,0,1,-11
2024-10-28,19,9,17,0,0,23,15
2024-10-29,22,4,5,0,0,131,102
2024-10-30,23,4,3,0,182,11,4
2024-10-31,22,4,2,0,0,18,8
2024-11-01,19,3,2,0,0,4,1
2024-11-02,23,2,2,0,0,15,11
2024-11-03,20,3,2,0,0,7,5
2024-11-04,19,15,3,0,197,102,16
2024-11-05,18,9,2,0,0,100,40
2024-11-06,18,9,2,0,0,197,53
2024-11-07,18,4,2,0,0,122,81
2024-11-08,22,7,2,0,0,99,69
2024-11-09,23,1,1,0,0,96,76
2024-11-10,18,6,1,0,0,103,103
2024-11-11,19,8,1,0,0,119,119
2024-11-12,19,3,1,0,0,165,125
2024-11-13,19,3,2,0,0,109,69
2024-11-14,21,3,7,0,0,48,32
2024-11-15,20,2,2,0,0,22,14
2024-11-16,25,1,5,0,0,8,-1
2024-11-17,28,2,3,0,0,24,12
2024-11-18,17,44,4,0,0,93,74
